Java HotSpot(TM) Client VM (25.60-b23) for windows-x86 JRE (1.8.0_60-b27), built on Aug  4 2015 10:57:40 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 3399160k(995136k free), swap 6796604k(3629564k free)
CommandLine flags: -XX:InitialHeapSize=1048576000 -XX:MaxHeapSize=1048576000 -XX:MaxNewSize=1048576 -XX:NewSize=1048576 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:-UseLargePagesIndividualAllocation -XX:+UseSerialGC 
8.170: [GC (Allocation Failure) 8.170: [DefNew: 959K->63K(960K), 0.0059492 secs] 106628K->106622K(1023936K), 0.0060515 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.217: [GC (Allocation Failure) 8.217: [DefNew: 959K->63K(960K), 0.0039737 secs] 107518K->107478K(1023936K), 0.0040568 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.264: [GC (Allocation Failure) 8.264: [DefNew: 959K->64K(960K), 0.0060376 secs] 108374K->108359K(1023936K), 0.0061332 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.311: [GC (Allocation Failure) 8.311: [DefNew: 960K->63K(960K), 0.0058047 secs] 109255K->109243K(1023936K), 0.0059018 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.360: [GC (Allocation Failure) 8.360: [DefNew: 959K->63K(960K), 0.0055565 secs] 110139K->110130K(1023936K), 0.0056494 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.425: [GC (Allocation Failure) 8.425: [DefNew: 959K->63K(960K), 0.0065860 secs] 111026K->111016K(1023936K), 0.0066890 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
8.559: [GC (Allocation Failure) 8.559: [DefNew: 959K->64K(960K), 0.0076657 secs] 113960K->113871K(1023936K), 0.0077425 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.609: [GC (Allocation Failure) 8.609: [DefNew: 960K->64K(960K), 0.0038840 secs] 114767K->114680K(1023936K), 0.0039716 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.656: [GC (Allocation Failure) 8.656: [DefNew: 959K->64K(960K), 0.0035433 secs] 115575K->115524K(1023936K), 0.0036320 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.729: [GC (Allocation Failure) 8.729: [DefNew: 960K->64K(960K), 0.0033551 secs] 116420K->116406K(1023936K), 0.0034337 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.777: [GC (Allocation Failure) 8.777: [DefNew: 960K->63K(960K), 0.0062233 secs] 117302K->117261K(1023936K), 0.0063381 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.841: [GC (Allocation Failure) 8.841: [DefNew: 959K->63K(960K), 0.0034459 secs] 118157K->118114K(1023936K), 0.0035216 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.891: [GC (Allocation Failure) 8.891: [DefNew: 959K->64K(960K), 0.0036822 secs] 119010K->118930K(1023936K), 0.0037702 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
8.971: [GC (Allocation Failure) 8.971: [DefNew: 960K->64K(960K), 0.0058068 secs] 119826K->119734K(1023936K), 0.0059129 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
9.059: [GC (Allocation Failure) 9.059: [DefNew: 960K->63K(960K), 0.0061091 secs] 120630K->120606K(1023936K), 0.0062131 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.128: [GC (Allocation Failure) 9.128: [DefNew: 959K->64K(960K), 0.0057572 secs] 121502K->121486K(1023936K), 0.0058599 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
9.212: [GC (Allocation Failure) 9.212: [DefNew: 959K->63K(960K), 0.0056082 secs] 122382K->122368K(1023936K), 0.0057038 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.278: [GC (Allocation Failure) 9.278: [DefNew: 959K->64K(960K), 0.0035307 secs] 123264K->123209K(1023936K), 0.0036075 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.325: [GC (Allocation Failure) 9.325: [DefNew: 960K->63K(960K), 0.0059105 secs] 124105K->124073K(1023936K), 0.0060026 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.377: [GC (Allocation Failure) 9.377: [DefNew: 959K->64K(960K), 0.0031600 secs] 124969K->124903K(1023936K), 0.0032329 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
9.426: [GC (Allocation Failure) 9.426: [DefNew: 960K->63K(960K), 0.0038610 secs] 125799K->125747K(1023936K), 0.0039552 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.474: [GC (Allocation Failure) 9.474: [DefNew: 959K->64K(960K), 0.0039378 secs] 126643K->126601K(1023936K), 0.0040208 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.523: [GC (Allocation Failure) 9.523: [DefNew: 959K->64K(960K), 0.0038892 secs] 127497K->127449K(1023936K), 0.0039744 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.571: [GC (Allocation Failure) 9.571: [DefNew: 960K->64K(960K), 0.0041242 secs] 128345K->128234K(1023936K), 0.0042062 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.619: [GC (Allocation Failure) 9.619: [DefNew: 960K->63K(960K), 0.0066174 secs] 129130K->129113K(1023936K), 0.0067263 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.698: [GC (Allocation Failure) 9.698: [DefNew: 959K->64K(960K), 0.0054811 secs] 130008K->129992K(1023936K), 0.0055809 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.745: [GC (Allocation Failure) 9.745: [DefNew: 960K->64K(960K), 0.0062170 secs] 130888K->130872K(1023936K), 0.0063175 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.792: [GC (Allocation Failure) 9.792: [DefNew: 960K->63K(960K), 0.0032026 secs] 131768K->131662K(1023936K), 0.0032773 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.859: [GC (Allocation Failure) 9.859: [DefNew: 959K->64K(960K), 0.0063706 secs] 132558K->132510K(1023936K), 0.0065263 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
9.960: [GC (Allocation Failure) 9.960: [DefNew: 960K->64K(960K), 0.0062027 secs] 133406K->133369K(1023936K), 0.0063015 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.042: [GC (Allocation Failure) 10.042: [DefNew: 960K->63K(960K), 0.0058518 secs] 134265K->134250K(1023936K), 0.0059416 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.124: [GC (Allocation Failure) 10.124: [DefNew: 959K->64K(960K), 0.0038058 secs] 135146K->135122K(1023936K), 0.0040236 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.217: [GC (Allocation Failure) 10.217: [DefNew: 960K->64K(960K), 0.0037604 secs] 136018K->135954K(1023936K), 0.0038442 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.265: [GC (Allocation Failure) 10.265: [DefNew: 960K->64K(960K), 0.0060445 secs] 136850K->136796K(1023936K), 0.0061475 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.325: [GC (Allocation Failure) 10.325: [DefNew: 960K->63K(960K), 0.0035014 secs] 137692K->137651K(1023936K), 0.0035796 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.410: [GC (Allocation Failure) 10.410: [DefNew: 959K->64K(960K), 0.0060330 secs] 138547K->138496K(1023936K), 0.0061294 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.457: [GC (Allocation Failure) 10.457: [DefNew: 960K->64K(960K), 0.0057307 secs] 139392K->139380K(1023936K), 0.0058267 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.530: [GC (Allocation Failure) 10.530: [DefNew: 960K->64K(960K), 0.0035716 secs] 140276K->140262K(1023936K), 0.0036484 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.627: [GC (Allocation Failure) 10.627: [DefNew: 960K->64K(960K), 0.0034120 secs] 141158K->141113K(1023936K), 0.0034913 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.675: [GC (Allocation Failure) 10.675: [DefNew: 960K->63K(960K), 0.0063633 secs] 142009K->141985K(1023936K), 0.0064603 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.739: [GC (Allocation Failure) 10.739: [DefNew: 959K->64K(960K), 0.0045993 secs] 142881K->142868K(1023936K), 0.0046859 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.787: [GC (Allocation Failure) 10.787: [DefNew: 960K->64K(960K), 0.0070230 secs] 143764K->143748K(1023936K), 0.0071267 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.836: [GC (Allocation Failure) 10.836: [DefNew: 960K->64K(960K), 0.0061437 secs] 144644K->144627K(1023936K), 0.0062386 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.885: [GC (Allocation Failure) 10.885: [DefNew: 959K->63K(960K), 0.0060728 secs] 145523K->145506K(1023936K), 0.0061723 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.932: [GC (Allocation Failure) 10.932: [DefNew: 959K->63K(960K), 0.0069518 secs] 146402K->146389K(1023936K), 0.0070663 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.979: [GC (Allocation Failure) 10.979: [DefNew: 959K->64K(960K), 0.0065012 secs] 147285K->147244K(1023936K), 0.0066076 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.036: [GC (Allocation Failure) 11.036: [DefNew: 960K->64K(960K), 0.0065190 secs] 148140K->148128K(1023936K), 0.0066219 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.083: [GC (Allocation Failure) 11.083: [DefNew: 960K->64K(960K), 0.0033597 secs] 149024K->148954K(1023936K), 0.0034337 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.130: [GC (Allocation Failure) 11.130: [DefNew: 960K->64K(960K), 0.0061657 secs] 149850K->149838K(1023936K), 0.0062631 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.177: [GC (Allocation Failure) 11.177: [DefNew: 960K->64K(960K), 0.0036693 secs] 150734K->150648K(1023936K), 0.0037555 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.224: [GC (Allocation Failure) 11.224: [DefNew: 960K->63K(960K), 0.0062683 secs] 151544K->151519K(1023936K), 0.0063671 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
